ID,Start Date,End Date,Category,Currency,Goal,Status
10757,4/18/2014,5/18/2014,Publishing,USD,10000,Failed
10758,2/4/2014,6/7/2014,Film & Video,USD,10000,Failed
10759,12/18/2013,2/1/2014,Music,USD,5000,Success
10760,1/7/2014,2/6/2014,Technology,USD,50000,Success
10761,4/30/2014,5/30/2014,Film & Video,USD,8000,Success
10762,2/19/2014,3/25/2014,Games,USD,500,Success
10763,12/28/2013,1/27/2014,Games,CAD,7500,Success
10764,1/31/2014,3/8/2014,Publishing,USD,31000,Failed
10765,5/3/2014,6/12/2014,Arts & Creative,USD,40000,Success
10766,5/1/2014,5/30/2014,Food,USD,25000,Success
10767,3/9/2014,4/12/2014,Food,GBP,16000,Success
10768,19-May-16,,Family & Kids,U.S. Dollar,72500,Failed
10769,3/22/2014,5/6/2014,Publishing,USD,20000,Failed
10770,4/17/2014,5/10/2014,Games,USD,1000,Success
10771,31-Aug-17,,Memorials & Funerals,U.S. Dollar,7500,Failed
10772,1/17/2014,3/3/2014,Arts & Creative,USD,500,Success
10773,3/29/2014,5/8/2014,Fashion,USD,10000,Failed
10774,4/8/2014,6/1/2014,Arts & Creative,USD,5500,Failed
10775,13-Jan-15,,Politics,Pound Sterling,5000,Failed
10776,24-Sep-12,,Alumni & Clubs,U.S. Dollar,3300,Failed
10777,5/12/2014,6/12/2014,Arts & Creative,USD,11000,Failed
10778,1/22/2014,2/23/2014,Design,USD,10000,Success
10779,1/6/2014,2/15/2014,Film & Video,USD,50000,Failed
10780,2/26/2014,3/28/2014,Music,USD,5500,Failed
10781,1/22/2014,2/13/2014,Film & Video,GBP,3000,Success
10782,3-Oct-13,,Travel,U.S. Dollar,1500,Failed
10783,1/8/2014,2/8/2014,Film & Video,GBP,1500,Failed
10784,3-Mar-16,,Sports & Competitions,U.S. Dollar,5000,Failed
10785,3/24/2014,4/23/2014,Technology,USD,14000,Failed
10786,4/2/2014,4/17/2014,Publishing,USD,10000,Success
10787,2/24/2014,4/10/2014,Design,USD,5000,Failed
10788,14-Jul-16,,Legal,U.S. Dollar,7500,Failed
10789,1/21/2014,2/4/2014,Arts & Creative,CAD,500,Failed
10790,1/28/2014,6/13/2014,Publishing,USD,5000,Failed
10791,2/18/2014,3/22/2014,Film & Video,USD,22500,Success
10792,12/22/2013,1/21/2014,Film & Video,USD,1600,Success
10793,3/28/2014,4/27/2014,Film & Video,USD,6500,Success
10794,4/30/2014,5/30/2014,Film & Video,USD,2000,Failed
10795,11-Apr-18,,Education & Schools,U.S. Dollar,2000,Failed
10796,3/4/2014,4/3/2014,Photography,USD,5000,Success
10797,1/24/2014,2/11/2014,Food,USD,1280,Success
10798,18-Oct-15,,Family & Kids,U.S. Dollar,5000,Failed
10799,3/4/2014,4/3/2014,Theater,USD,8000,Success
10800,2/17/2014,3/14/2014,Photography,GBP,4250,Success
10801,12/31/2013,1/30/2014,Dance,CAD,250,Success
10802,1/4/2014,2/3/2014,Publishing,NZD,15000,Success
10803,3/5/2014,4/4/2014,Publishing,USD,3000,Failed
10804,5/14/2014,6/18/2014,Food,GBP,500,Success
10805,1/7/2014,2/6/2014,Film & Video,USD,30000,Success
10806,5/2/2014,6/1/2014,Film & Video,USD,8500,Failed
10807,1/30/2014,3/4/2014,Fashion,USD,10000,Failed
10808,3/3/2014,5/2/2014,Games,USD,3000,Success
10809,2/21/2014,3/7/2014,Film & Video,USD,25000,Success
10810,1/30/2014,3/1/2014,Publishing,USD,1000,Success
10811,21-Oct-15,,Travel,Canadian Dollar,2000,Failed
10812,1/23/2014,2/26/2014,Food,USD,65000,Failed
10813,2/1/2014,3/1/2014,Arts & Creative,USD,500,Success
10814,6-Aug-14,,Politics,U.S. Dollar,1000,Failed
10815,3/25/2014,4/24/2014,Arts & Creative,USD,10000,Success
10816,2/12/2014,3/19/2014,Technology,USD,1000,Failed
10817,6-Aug-16,,Community & Volunteer,U.S. Dollar,100000,Failed
10818,1/22/2014,6/5/2014,Fashion,USD,1000,Failed
10819,4/14/2014,5/14/2014,Theater,USD,5000,Success
10820,2/20/2014,4/21/2014,Technology,USD,45000,Success
10821,29-Jun-14,,Travel,U.S. Dollar,8500,Failed
10822,12/27/2013,1/14/2014,Film & Video,USD,1500,Success
10823,1/16/2014,2/15/2014,Arts & Creative,CAD,5000,Success
10824,5/15/2014,6/20/2014,Publishing,USD,1500,Failed
10825,12-Dec-17,,Community & Volunteer,U.S. Dollar,4000,Failed
10826,4/15/2014,5/16/2014,Music,CAD,500,Success
10827,3/18/2014,4/17/2014,Music,CAD,20000,Failed
10828,3/17/2014,4/25/2014,Design,USD,200000,Failed
10829,2/11/2014,3/17/2014,Film & Video,USD,25000,Failed
10830,29-Jun-18,,"Health, Illness or Medical",U.S. Dollar,5000,Failed
10831,5/31/2014,6/13/2014,Music,GBP,110,Failed
10832,4/8/2014,5/8/2014,Music,USD,15000,Failed
10833,4/9/2014,5/9/2014,Music,USD,2200,Failed
10834,23-Aug-14,,Celebrations and Weddings,U.S. Dollar,2000,Failed
10835,5/20/2014,6/20/2014,Film & Video,USD,3000,Failed
10836,4/2/2014,5/17/2014,Games,USD,7500,Success
10837,1/15/2014,2/27/2014,Publishing,NZD,1500,Failed
10838,5/8/2014,6/22/2014,Film & Video,USD,6000,Success
10839,4/17/2014,4/19/2014,Games,GBP,2000,Failed
10840,1/24/2014,2/1/2014,Dance,USD,2000,Success
10841,6-Apr-15,,Memorials & Funerals,U.S. Dollar,3500,Failed
10842,5/20/2014,6/20/2014,Film & Video,GBP,7000,Failed
10843,22-Jan-18,"Nov 2, 2018

					,

				",Business,U.S. Dollar,45000,Failed
10844,2/19/2014,3/21/2014,Music,USD,1300,Failed
10845,5/5/2014,6/4/2014,Film & Video,USD,10000,Success
10846,2/12/2014,3/13/2014,Music,USD,500,Success
10847,1/22/2014,3/3/2014,Music,USD,5500,Failed
10848,2/11/2014,3/23/2014,Fashion,USD,5000,Failed
10849,29-Jul-14,,Politics,Pound Sterling,600,Failed
10850,1/15/2014,2/5/2014,Arts & Creative,USD,300,Success
10851,2/25/2014,3/27/2014,Film & Video,GBP,15000,Failed
10852,5/19/2014,6/3/2014,Film & Video,GBP,20000,Success
10853,29-Sep-16,,Arts & Creative,U.S. Dollar,600,Failed
10854,1/9/2014,2/1/2014,Publishing,USD,2000,Failed
10855,7-Oct-13,,Travel,Australian Dollar,800,Failed
10856,3/18/2014,4/22/2014,Fashion,USD,5000,Failed
10857,3/17/2014,4/16/2014,Music,USD,2500,Success
10858,2-Mar-18,,Politics,U.S. Dollar,200,Success
10859,4/8/2014,5/8/2014,Publishing,USD,500,Failed
10860,3/4/2014,5/3/2014,Film & Video,USD,7500,Failed
10861,4/18/2014,5/30/2014,Fashion,USD,35000,Success
10862,25-Jan-14,,Alumni & Clubs,U.S. Dollar,20000,Failed
10863,28-Jan-13,,Veterans & Heroes,U.S. Dollar,2000,Failed
10864,2/18/2014,4/13/2014,Music,USD,5500,Failed
10865,12/20/2013,2/3/2014,Theater,GBP,2500,Success
10866,3/25/2014,4/24/2014,Arts & Creative,USD,900,Success
10867,20-Jul-15,,Memorials & Funerals,Pound Sterling,1500,Failed
10868,3/15/2014,4/2/2014,Games,USD,6000,Success
10869,5/8/2014,6/8/2014,Games,GBP,200,Failed
10870,2/20/2014,3/22/2014,Film & Video,USD,15000,Failed
10871,2/20/2014,3/22/2014,Music,CAD,4500,Success
10872,1/18/2014,2/16/2014,Arts & Creative,USD,500,Success
10873,1/9/2014,2/8/2014,Crafts,USD,3000,Success
10874,4/16/2014,5/16/2014,Publishing,NZD,5500,Failed
10875,24-Mar-17,,Animals & Humane,U.S. Dollar,6000,Failed
10876,1/15/2014,2/17/2014,Dance,GBP,1000,Failed
10877,5/7/2014,6/6/2014,Music,USD,5000,Failed
10878,1/23/2014,2/21/2014,Film & Video,USD,1000,Success
10879,5/13/2014,6/12/2014,Games,USD,2000,Success
10880,5/13/2014,6/15/2014,Music,USD,5000,Success
10881,2/10/2014,3/4/2014,Arts & Creative,CAD,2000,Failed
10882,7-Jul-16,,Education & Schools,Canadian Dollar,25000,Success
10883,26-Sep-13,,Veterans & Heroes,U.S. Dollar,2000,Success
10884,3/18/2014,4/22/2014,Design,USD,18000,Failed
10885,1/27/2014,2/9/2014,Publishing,USD,1000,Failed
10886,3/21/2014,4/23/2014,Games,GBP,20000,Success
10887,2/20/2014,3/4/2014,Publishing,USD,3800,Failed
10888,2/5/2014,3/7/2014,Music,USD,7000,Failed
10889,1/21/2014,2/20/2014,Publishing,USD,3000,Success
10890,1/8/2014,3/9/2014,Music,USD,1000,Failed
10891,26-Aug-13,,Celebrations and Weddings,U.S. Dollar,500,Failed
10892,18-May-18,,Animals & Humane,U.S. Dollar,3000,Failed
10893,4/14/2014,5/18/2014,Music,USD,45000,Success
10894,4-Sep-15,,Politics,Canadian Dollar,10000,Failed
10895,10-Mar-14,,Celebrations and Weddings,U.S. Dollar,1000,Success
10896,4/4/2014,4/22/2014,Fashion,USD,4500,Success
10897,3/27/2014,5/14/2014,Games,USD,55000,Success
10898,20-Jul-18,"Sep 16, 2018

					,

				",Non-profits & Charity,U.S. Dollar,1000,Success
10899,8-Jun-15,,Memorials & Funerals,Canadian Dollar,10000,Failed
10900,2/10/2014,3/12/2014,Arts & Creative,GBP,3000,Failed
10901,3/12/2014,3/29/2014,Arts & Creative,USD,600,Failed
10902,5/13/2014,6/12/2014,Games,USD,225,Success
10903,3/12/2014,3/24/2014,Theater,USD,6500,Failed
10904,12/20/2013,1/26/2014,Music,GBP,3000,Success
10905,4/8/2014,5/6/2014,Film & Video,USD,9500,Failed
10906,3/12/2014,4/30/2014,Fashion,USD,55000,Failed
10907,3/16/2014,5/15/2014,Film & Video,USD,5000,Failed
10908,5/15/2014,6/14/2014,Publishing,USD,10000,Failed
10909,1/31/2014,3/17/2014,Film & Video,USD,10000,Success
10910,27-Nov-16,,Business,U.S. Dollar,3000,Failed
10911,1/5/2014,2/4/2014,Fashion,USD,12000,Failed
10912,5/22/2014,2/16/2014,Technology,CAD,500,Success
10913,3/14/2014,4/14/2014,Publishing,USD,12000,Failed
10914,4/23/2014,5/13/2014,Food,NZD,1000,Failed
10915,3/11/2014,4/12/2014,Film & Video,USD,21000,Success
10916,22-Jun-18,,Arts & Creative,Euro,5700,Success
10917,4/1/2014,5/1/2014,Film & Video,USD,250000,Failed
10918,1/17/2014,6/7/2014,Arts & Creative,CAD,2000,Failed
10919,22-Jul-16,,Accidents & Disasters,U.S. Dollar,15000,Failed
10920,1/10/2014,2/10/2014,Publishing,USD,8000,Success
10921,5/7/2014,6/6/2014,Technology,USD,50000,Failed
10922,5/20/2014,5/31/2014,Film & Video,USD,5000,Success
10923,13-Jul-12,,Faith & Religion,U.S. Dollar,3500,Failed
10924,1/2/2014,2/1/2014,Film & Video,USD,5500,Failed
10925,5/20/2014,6/19/2014,Arts & Creative,GBP,5000,Failed
10926,12-May-16,,Legal,U.S. Dollar,15000,Failed
10927,2/9/2014,3/15/2014,Music,USD,9300,Success
10928,1/23/2014,2/14/2014,Arts & Creative,AUD,155,Success
10929,2/18/2014,3/20/2014,Arts & Creative,USD,600,Success
10930,4/4/2014,5/31/2014,Publishing,USD,500,Failed
10931,2/25/2014,3/15/2014,Photography,GBP,1500,Failed
10932,3/10/2014,4/9/2014,Film & Video,CAD,6000,Success
10933,3-Feb-16,,Sports & Competitions,U.S. Dollar,2000,Failed
10934,2/17/2014,3/29/2014,Technology,USD,50000,Success
10935,4/29/2014,6/3/2014,Crafts,USD,600,Failed
10936,4/17/2014,5/23/2014,Food,USD,1000,Success
10937,12/26/2013,1/20/2014,Film & Video,USD,13500,Failed
10938,4/9/2014,4/23/2014,Design,USD,8500,Success
10939,5/9/2014,6/3/2014,Film & Video,USD,300000,Failed
10940,2/21/2014,3/7/2014,Arts & Creative,USD,500,Success
10941,2/19/2014,3/21/2014,Music,USD,30000,Failed
10942,2/14/2014,3/31/2014,Music,GBP,10000,Failed
10943,2/11/2014,3/13/2014,Photography,USD,2500,Success
10944,2/6/2014,3/3/2014,Fashion,USD,880,Failed
10945,1/31/2014,6/6/2014,Fashion,USD,3000,Failed
10946,2/5/2014,3/7/2014,Publishing,USD,7500,Success
10947,4-May-15,,Accidents & Disasters,Pound Sterling,5000,Failed
10948,24-Apr-17,,Memorials & Funerals,Pound Sterling,5000,Failed
10949,2/26/2014,4/12/2014,Design,USD,3500,Failed
10950,4/25/2014,5/25/2014,Technology,USD,15000,Failed
10951,4/23/2014,5/23/2014,Arts & Creative,USD,3000,Failed
10952,4/28/2014,6/2/2014,Fashion,USD,15000,Success
10953,5/6/2014,6/8/2014,Games,EUR,30000,Failed
10954,3/13/2014,4/16/2014,Publishing,USD,10000,Failed
10955,1/7/2014,2/1/2014,Film & Video,USD,20000,Failed
10956,3/19/2014,4/18/2014,Publishing,USD,18000,Success
10957,5/21/2014,6/20/2014,Dance,GBP,3910,Success
10958,2/13/2014,3/15/2014,Publishing,USD,1000,Success
10959,4-Apr-18,,"Health, Illness or Medical",U.S. Dollar,395,Failed
10960,3/14/2014,4/5/2014,Publishing,CAD,2500,Failed
10961,4/8/2014,4/28/2014,Fashion,CAD,1000,Success
10962,1/30/2014,2/28/2014,Publishing,USD,400,Success
10963,2/21/2014,3/7/2014,Music,CAD,1200,Success
10964,2/27/2014,3/17/2014,Film & Video,USD,1000,Success
10965,3/18/2014,4/18/2014,Music,USD,5000,Failed
10966,2/24/2014,3/11/2014,Arts & Creative,USD,400,Failed
10967,3/12/2014,4/26/2014,Design,USD,12000,Success
10968,12/17/2013,2/1/2014,Arts & Creative,CAD,3000,Success
10969,4/1/2014,5/1/2014,Music,USD,2000,Success
10970,12-Sep-15,,Education & Schools,U.S. Dollar,15000,Failed
10971,4/30/2014,6/1/2014,Games,USD,2500,Success
10972,5/22/2014,6/21/2014,Fashion,USD,5000,Failed
10973,1/2/2014,3/3/2014,Publishing,USD,5000,Failed
10974,5/6/2014,6/4/2014,Fashion,USD,15000,Success
10975,16-Sep-16,,Politics,Canadian Dollar,20000,Failed
10976,2/12/2014,3/14/2014,Fashion,USD,350000,Failed
10977,4/7/2014,5/7/2014,Music,GBP,3500,Failed
10978,3/10/2014,3/25/2014,Theater,USD,1000,Success
10979,3/13/2014,4/12/2014,Food,USD,600,Success
10980,1/13/2014,2/12/2014,Games,GBP,1500,Failed
10981,2/13/2014,2/27/2014,Film & Video,USD,3000,Failed
10982,1/15/2014,2/14/2014,Film & Video,USD,77000,Success
10983,17-Aug-17,,Family & Kids,Canadian Dollar,10000,Failed
10984,22-Sep-16,,Legal,U.S. Dollar,5000,Failed
10985,12/25/2013,1/24/2014,Design,USD,15000,Success
10986,12/23/2013,1/13/2014,Arts & Creative,USD,2500,Success
10987,24-Mar-17,,Education & Schools,U.S. Dollar,3000,Failed
10988,4/4/2014,5/1/2014,Fashion,CAD,5000,Failed
10989,21-Oct-17,,Sports & Competitions,Pound Sterling,6900,Failed
10990,12/31/2013,2/8/2014,Film & Video,USD,4500,Success
10991,3/24/2014,4/23/2014,Food,USD,7704,Success
10992,14-Dec-12,,Politics,Euro,7000,Success
10993,24-Aug-15,,Family & Kids,Pound Sterling,2000,Failed
10994,12-Dec-15,,Business,Canadian Dollar,10000,Failed
10995,3/2/2014,4/1/2014,Games,USD,14000,Success
10996,3/7/2014,4/6/2014,Food,NZD,24750,Failed
10997,3-Jun-14,,Celebrations and Weddings,U.S. Dollar,6500,Failed
10998,4/25/2014,5/25/2014,Arts & Creative,USD,3750,Success
10999,2/1/2014,2/21/2014,Film & Video,AUD,3000,Success
11000,30-Mar-18,,Education & Schools,U.S. Dollar,500,Success
11001,4/22/2014,5/22/2014,Technology,USD,6000,Failed
11002,1/16/2014,2/12/2014,Crafts,USD,20000,Success
11003,4/3/2014,5/18/2014,Film & Video,USD,50000,Failed
11004,2/26/2014,3/28/2014,Arts & Creative,USD,1000,Success
11005,5/2/2014,5/31/2014,Film & Video,USD,500,Success
11006,17-May-13,,Family & Kids,Euro,15000,Failed
11007,12-Nov-14,,Faith & Religion,U.S. Dollar,10000,Failed
11008,12/15/2013,1/14/2014,Film & Video,USD,1500,Success
11009,3/16/2014,4/30/2014,Technology,USD,40000,Failed
11010,2/27/2014,4/28/2014,Film & Video,USD,5000,Failed
11011,23-Jan-16,,Family & Kids,U.S. Dollar,15000,Failed
11012,1/29/2014,2/28/2014,Film & Video,GBP,2000,Failed
11013,3/31/2014,4/30/2014,Arts & Creative,GBP,5000,Success
11014,5/14/2014,6/13/2014,Games,USD,1000,Success
11015,3/29/2014,4/29/2014,Design,USD,15000,Failed
11016,12-Dec-15,,Animals & Humane,U.S. Dollar,3000,Failed
11017,1/27/2014,2/17/2014,Publishing,USD,1500,Success
11018,1/2/2014,2/16/2014,Fashion,USD,20000,Failed
11019,8-Mar-15,,Accidents & Disasters,Australian Dollar,27000,Failed
11020,4/2/2014,4/27/2014,Design,USD,1000,Success
11021,2/4/2014,3/6/2014,Music,USD,1444,Success
11022,19-Jun-18,,Non-profits & Charity,Euro,5000,Failed
11023,7-Jan-16,,Education & Schools,Pound Sterling,3500,Failed
11024,5-Jul-16,,Education & Schools,U.S. Dollar,1000,Failed
11025,2/3/2014,3/20/2014,Technology,USD,50000,Failed
11026,11-Feb-17,,Legal,Canadian Dollar,5000,Success
11027,28-Dec-13,,Business,U.S. Dollar,40000,Failed
11028,2/26/2014,4/11/2014,Film & Video,USD,5000,Success
11029,2/21/2014,4/8/2014,Design,USD,10800,Success
11030,3/17/2014,4/16/2014,Music,GBP,2500,Failed
11031,15-May-13,,Alumni & Clubs,U.S. Dollar,600,Failed
11032,2/5/2014,3/7/2014,Games,USD,550,Failed
11033,16-May-16,,Business,Canadian Dollar,7800,Failed
11034,1/6/2014,2/6/2014,Design,USD,4250,Success
11035,5/28/2014,6/25/2014,Arts & Creative,USD,10000,Success
11036,5/12/2014,6/12/2014,Publishing,USD,30000,Failed
11037,1/31/2014,3/1/2014,Theater,CAD,3640,Success
11038,1/3/2014,3/4/2014,Music,USD,5000,Failed
11039,1/31/2014,3/2/2014,Music,USD,12500,Success
11040,8-May-18,,Animals & Humane,U.S. Dollar,1800,Success
11041,3/11/2014,4/10/2014,Film & Video,USD,30000,Failed
11042,5/1/2014,5/31/2014,Music,AUD,5000,Success
11043,3/18/2014,4/16/2014,Arts & Creative,USD,58000,Success
11044,2/17/2014,4/3/2014,Design,USD,20000,Success
11045,3/4/2014,4/3/2014,Music,USD,800,Success
11046,28-Jul-18,"Aug 27, 2018

					,

				",Community & Volunteer,U.S. Dollar,440,Failed
11047,8-Apr-15,,Memorials & Funerals,Canadian Dollar,2800,Success
11048,17-Oct-16,,"Health, Illness or Medical",U.S. Dollar,2500,Success
11049,2/19/2014,3/21/2014,Film & Video,USD,33450,Failed
11050,5/7/2014,6/6/2014,Games,USD,6000,Failed
11051,1/7/2014,1/17/2014,Publishing,GBP,8000,Failed
11052,3/7/2014,5/5/2014,Games,USD,12000,Failed
11053,2/18/2014,3/25/2014,Arts & Creative,USD,1250,Success
11054,1/1/2014,2/10/2014,Music,AUD,5000,Success
11055,10-May-17,,Animals & Humane,U.S. Dollar,300,Failed
11056,2/24/2014,3/26/2014,Film & Video,USD,300,Failed
11057,3/10/2014,5/9/2014,Music,USD,3000,Success
11058,5/9/2014,6/17/2014,Technology,USD,25000,Failed
11059,26-Mar-17,,Animals & Humane,U.S. Dollar,1000,Failed
11060,1/6/2014,2/5/2014,Music,CAD,1000,Failed
11061,13-May-14,,Veterans & Heroes,U.S. Dollar,100000,Failed
11062,3/21/2014,4/20/2014,Journalism,USD,60000,Failed
11063,1-May-18,,"Health, Illness or Medical",U.S. Dollar,349,Failed
11064,2/12/2014,3/14/2014,Arts & Creative,USD,1500,Success
11065,3/31/2014,4/30/2014,Food,USD,1800,Failed
11066,12-Sep-12,,Alumni & Clubs,U.S. Dollar,2000,Failed
11067,5/15/2014,6/13/2014,Film & Video,USD,5500,Success
11068,3/29/2014,4/17/2014,Publishing,AUD,1369,Failed
11069,2/12/2014,3/14/2014,Photography,USD,5500,Success
11070,4/7/2014,5/4/2014,Music,USD,3500,Failed
11071,5/21/2014,6/20/2014,Publishing,USD,9000,Failed
11072,1/2/2014,1/9/2014,Film & Video,USD,2200,Success
11073,4/23/2014,5/22/2014,Music,USD,5000,Failed
11074,3/7/2014,4/6/2014,Film & Video,USD,60000,Failed
11075,4/9/2014,5/8/2014,Music,USD,25099,Success
11076,1/28/2014,2/27/2014,Food,USD,3500,Failed
11077,20-Feb-15,,Politics,U.S. Dollar,50000,Failed
11078,4/5/2014,5/5/2014,Games,USD,15000,Success
11079,1/9/2014,2/15/2014,Theater,USD,25000,Success
11080,3/17/2014,4/16/2014,Games,CAD,40000,Success
11081,12-Aug-17,,Business,U.S. Dollar,5000,Failed
11082,2/8/2014,3/7/2014,Games,USD,5000,Failed
11083,1/15/2014,2/14/2014,Theater,GBP,10000,Failed
11084,4/14/2014,4/28/2014,Music,USD,7750,Failed
11085,7-Oct-15,,Faith & Religion,Pound Sterling,600,Success
11086,2/14/2014,3/16/2014,Fashion,USD,20000,Failed
11087,1/31/2014,2/16/2014,Film & Video,GBP,1000,Failed
11088,15-Mar-16,,Accidents & Disasters,U.S. Dollar,1000,Failed
11089,3/19/2014,5/3/2014,Technology,GBP,200000,Failed
11090,3/13/2014,5/12/2014,Film & Video,CAD,50000,Failed
11091,18-Sep-16,,Legal,U.S. Dollar,4000,Failed
11092,1/28/2014,3/29/2014,Film & Video,USD,100000,Failed
11093,2/19/2014,3/19/2014,Design,USD,25000,Failed
11094,4/4/2014,5/9/2014,Photography,GBP,75000,Failed
11095,5/29/2014,6/3/2014,Music,USD,50000,Failed
11096,1/4/2014,1/31/2014,Music,USD,3500,Failed
11097,4/26/2014,5/31/2014,Food,USD,30000,Failed
11098,1/7/2014,3/8/2014,Games,GBP,1000,Success
11099,5/22/2014,6/20/2014,Games,USD,15000,Success
11100,2/24/2014,3/26/2014,Technology,USD,16000,Failed
11101,4/4/2014,5/13/2014,Technology,USD,159999,Failed
11102,1-Jun-16,,Faith & Religion,Canadian Dollar,5000,Failed
11103,3/10/2014,4/9/2014,Film & Video,CAD,5000,Failed
11104,3/3/2014,4/23/2014,Music,USD,1900,Success
11105,4/16/2014,5/13/2014,Arts & Creative,USD,44000,Failed
11106,3/5/2014,4/4/2014,Music,USD,8000,Success
11107,2/15/2014,3/17/2014,Music,USD,4000,Success
11108,17-Dec-15,,Legal,U.S. Dollar,13500,Failed
11109,4/30/2014,5/30/2014,Film & Video,CAD,10000,Failed
11110,1/24/2014,2/7/2014,Film & Video,USD,2500,Success
11111,2/20/2014,3/27/2014,Film & Video,AUD,14520,Success
11112,3/27/2014,5/26/2014,Arts & Creative,USD,20000,Failed
11113,2/27/2014,3/24/2014,Film & Video,USD,2000,Success
11114,5/23/2014,6/21/2014,Film & Video,USD,10000,Success
11115,8-Nov-14,,Accidents & Disasters,Euro,5000,Failed
11116,4/7/2014,5/7/2014,Games,GBP,12500,Failed
11117,4/15/2014,5/15/2014,Fashion,USD,200,Success
11118,6-Feb-17,,Family & Kids,U.S. Dollar,1400,Failed
11119,5/21/2014,6/19/2014,Theater,USD,1500,Success
11120,1/24/2014,2/23/2014,Publishing,USD,42250,Failed
11121,2/21/2014,3/23/2014,Publishing,USD,5000,Failed
11122,5/21/2014,6/20/2014,Film & Video,USD,20000,Success
11123,5/1/2014,5/18/2014,Music,USD,1000,Success
11124,5/1/2014,5/31/2014,Film & Video,USD,2200,Success
11125,12/24/2013,1/14/2014,Publishing,USD,10000,Failed
11126,16-Aug-18,,Non-profits & Charity,U.S. Dollar,3000,Failed
11127,3/12/2014,4/23/2014,Film & Video,AUD,40000,Success
11128,4/16/2014,5/31/2014,Film & Video,USD,38469,Failed
11129,4/10/2014,6/9/2014,Fashion,USD,14000,Failed
11130,5/22/2014,6/23/2014,Design,AUD,26500,Failed
11131,2/5/2014,2/28/2014,Film & Video,USD,6630,Success
11132,3/4/2014,4/8/2014,Music,USD,3000,Success
11133,1/14/2014,2/13/2014,Film & Video,GBP,50000,Failed
11134,1/23/2014,2/22/2014,Fashion,USD,4500,Failed
11135,5/20/2014,6/19/2014,Games,USD,12000,Success
11136,4/22/2014,5/22/2014,Film & Video,USD,2000,Failed
11137,2/6/2014,3/7/2014,Music,USD,1000,Success
11138,5/23/2014,6/21/2014,Publishing,USD,500,Success
11139,2/1/2014,3/18/2014,Technology,NZD,1000,Failed
11140,5/16/2014,6/15/2014,Film & Video,USD,2500,Failed
11141,2/27/2014,3/21/2014,Arts & Creative,AUD,6000,Success
11142,1-Sep-17,,Business,U.S. Dollar,50000,Failed
11143,5/5/2014,5/21/2014,Design,USD,10000,Success
11144,3/18/2014,4/17/2014,Food,USD,1600,Success
11145,5/12/2014,2/20/2014,Technology,USD,100000,Success
11146,2-Feb-16,,Family & Kids,U.S. Dollar,800,Failed
11147,2/5/2014,3/7/2014,Music,USD,4725,Success
11148,3/12/2014,4/11/2014,Technology,GBP,500,Failed
11149,1/6/2014,2/5/2014,Music,USD,6500,Success
11150,4/8/2014,5/10/2014,Technology,USD,7000,Failed
11151,1/29/2014,3/3/2014,Arts & Creative,USD,2000,Success
11152,5/6/2014,5/26/2014,Film & Video,USD,17000,Success
11153,5/8/2014,6/9/2014,Publishing,USD,4800,Failed
11154,1/7/2014,2/6/2014,Arts & Creative,USD,2500,Failed
11155,3/7/2014,5/6/2014,Publishing,USD,1000,Failed
11156,16-Aug-18,"Sep 1, 2018

					,

				",Politics,Canadian Dollar,10000,Failed
11157,12-Jun-16,,Family & Kids,U.S. Dollar,4500,Failed
11158,19-Dec-15,,Family & Kids,Canadian Dollar,7500,Failed
11159,4/19/2014,5/19/2014,Film & Video,USD,10000,Success
11160,5/13/2014,6/12/2014,Arts & Creative,USD,12225,Success
11161,12/18/2013,1/17/2014,Arts & Creative,USD,22000,Failed
11162,3/2/2014,4/8/2014,Design,USD,25000,Failed
11163,3/13/2014,4/12/2014,Film & Video,USD,54000,Failed
11164,1/29/2014,2/28/2014,Music,USD,2500,Success
11165,4/4/2014,5/5/2014,Arts & Creative,USD,3800,Success
11166,3/2/2014,4/21/2014,Arts & Creative,USD,10000,Failed
11167,19-Aug-18,"Sep 23, 2018

					,

				",Non-profits & Charity,U.S. Dollar,2400,Failed
11168,1/10/2014,2/9/2014,Fashion,GBP,500,Success
11169,1/24/2014,2/23/2014,Music,USD,15000,Failed
11170,1/15/2014,1/31/2014,Photography,GBP,350,Failed
11171,4-May-16,,Travel,U.S. Dollar,1200,Failed
11172,1/28/2014,2/27/2014,Design,USD,1200,Success
11173,2/19/2014,3/21/2014,Publishing,USD,1400,Success
11174,4/29/2014,5/29/2014,Technology,USD,100000,Failed
11175,5-Aug-15,,Education & Schools,U.S. Dollar,2500,Failed
11176,4/29/2014,5/29/2014,Arts & Creative,NZD,200000,Failed
11177,4/25/2014,5/31/2014,Technology,GBP,3000,Success
11178,21-Jun-18,"Sep 13, 2018

					,

				",Non-profits & Charity,Canadian Dollar,3500,Success
11179,3/21/2014,4/20/2014,Photography,CAD,5000,Success
11180,5/1/2014,5/29/2014,Film & Video,USD,75000,Success
11181,4/3/2014,5/3/2014,Technology,CAD,28000,Failed
11182,2/11/2014,3/16/2014,Design,CAD,25000,Success
11183,4/10/2014,5/2/2014,Publishing,USD,3500,Success
11184,1/6/2014,3/7/2014,Technology,CAD,165000,Failed
11185,1/25/2014,2/24/2014,Publishing,USD,4500,Failed
11186,5-Sep-16,,Legal,U.S. Dollar,10000,Failed
11187,9-Oct-14,,Faith & Religion,U.S. Dollar,20000,Failed
11188,3/13/2014,5/12/2014,Film & Video,GBP,5000,Failed
